192.52.178.30 'k.gtld-servers.net'
205.251.192.235 'ns-235.awsdns-29.com'
204.61.216.123 'pch.whois.ai'
170.33.80.10 NotFound
205.251.193.127 'ns-383.awsdns-47.com'
205.251.192.138 'ns-138.awsdns-17.com'
185.26.183.160 'nic1-ams.opera.com'
205.251.193.167 'ns-423.awsdns-52.com'
202.12.31.53 'ns4.apnic.net'
205.251.196.109 'ns-1133.awsdns-13.org'
205.251.192.8 'ns-8.awsdns-01.com'
205.251.193.243 'ns-499.awsdns-62.com'
205.251.192.134 'ns-134.awsdns-16.com'
205.251.192.33 'ns-33.awsdns-04.com'
205.251.192.135 'ns-135.awsdns-16.com'
205.251.193.105 'ns-361.awsdns-45.com'
104.47.38.8 NotFound
205.251.198.1 'ns-1537.awsdns-00.co.uk'
199.7.91.13 'd.root-servers.net'
216.239.38.110 'ns-cloud-e4.googledomains.com'
142.44.243.216 'i-ca-ovh1.dnswl.org'
205.251.196.236 'ns-1260.awsdns-29.org'
40.90.4.5 'ns1-05.azure-dns.com'
205.251.192.27 'ns-27.awsdns-03.com'
205.251.199.60 'ns-1852.awsdns-39.co.uk'
208.78.71.27 'ns3.p27.dynect.net'
189.40.224.26 '26.224.40.189.isp.timbrasil.com.br'
173.245.58.212 'nola.ns.cloudflare.com'
205.251.192.130 'ns-130.awsdns-16.com'
205.251.193.146 'ns-402.awsdns-50.com'
205.251.195.159 'ns-927.awsdns-51.net'
205.251.192.46 'ns-46.awsdns-05.com'
45.54.30.65 'ns02.netlifydns.com'
205.251.198.33 'ns-1569.awsdns-04.co.uk'
205.251.193.123 'ns-379.awsdns-47.com'
205.251.192.180 'ns-180.awsdns-22.com'
208.91.113.63 NotFound
205.251.192.177 'ns-177.awsdns-22.com'
108.162.192.132 'lola.ns.cloudflare.com'
192.16.16.5 'ns1.edgecastdns.net'
205.251.192.60 'ns-60.awsdns-07.com'
150.95.23.148 'v150-95-23-148.a001.m.bkk1.static.cnode.io'
162.88.60.21 'ns5.dynamicnetworkservices.net'
205.251.192.38 'ns-38.awsdns-04.com'
163.171.164.2 NotFound
194.0.0.53 'a.nic.de'
205.251.193.119 'ns-375.awsdns-46.com'
106.11.35.30 NotFound
198.11.138.248 NotFound
106.11.35.29 NotFound
205.251.192.53 'ns-53.awsdns-06.com'
205.251.192.12 'ns-12.awsdns-01.com'
45.54.49.4 '4.49.54.45.ptr.anycast.net'
205.251.196.52 'ns-1076.awsdns-06.org'
205.251.194.43 'ns-555.awsdns-05.net'
84.53.139.66 'ns4-66.akam.net'
97.74.108.19 'ns37.domaincontrol.com'
37.59.186.220 'monkey1.linlux.net'
59.36.120.148 '148.120.36.59.broad.dg.gd.dynamic.163data.com.cn'
173.245.58.141 'rose.ns.cloudflare.com'
173.245.59.191 'kevin.ns.cloudflare.com'
205.251.197.7 'ns-1287.awsdns-32.org'
54.251.108.94 'ec2-54-251-108-94.ap-southeast-1.compute.amazonaws.com'
143.166.224.3 'ns3.us.dell.com'
74.208.254.69 'ns8.pixelx.de'
205.251.193.107 'ns-363.awsdns-45.com'
217.160.113.105 'ns6.pixelx.de'
200.195.159.66 'apus.copel.net'
208.78.71.1 'ns3.p01.dynect.net'
205.251.194.203 'ns-715.awsdns-25.net'
216.59.57.1 'c1.uberns.com'
205.251.196.118 'ns-1142.awsdns-14.org'
205.251.192.147 'ns-147.awsdns-18.com'
205.251.195.149 'ns-917.awsdns-50.net'
205.251.193.217 'ns-473.awsdns-59.com'
205.251.197.187 'ns-1467.awsdns-55.org'
162.159.7.226 'ns3.cloudflare.com'
216.239.32.106 'ns-cloud-a1.googledomains.com'
45.54.30.193 'ns04.netlifydns.com'
45.54.30.1 'ns01.netlifydns.com'
162.159.0.33 'ns3.cloudflare.com'
205.251.193.206 'ns-462.awsdns-57.com'
192.81.129.218 'a.ns.mailshell.net'
205.251.192.195 'ns-195.awsdns-24.com'
205.251.193.1 'ns-257.awsdns-32.com'
205.251.192.114 'ns-114.awsdns-14.com'
216.239.34.106 'ns-cloud-a2.googledomains.com'
173.245.58.147 'vera.ns.cloudflare.com'
13.107.136.1 NotFound
107.167.127.230 'nic4.opera.com'
205.251.193.106 'ns-362.awsdns-45.com'
192.229.254.5 NotFound
205.251.193.226 'ns-482.awsdns-60.com'
205.251.193.11 'ns-267.awsdns-33.com'
84.53.139.65 'ns4-65.akam.net'
205.251.194.132 'ns-644.awsdns-16.net'
205.251.193.31 'ns-287.awsdns-35.com'
198.58.97.43 'li-ustx-rulesns-1.mailshell.net'
27.123.42.42 'ns3.yahoo.com'
205.251.196.246 'ns-1270.awsdns-30.org'
185.51.231.129 NotFound
223.166.151.16 NotFound
193.47.99.4 'ns3.second-ns.de'
194.146.107.6 'n.de.net'
205.251.193.3 'ns-259.awsdns-32.com'
205.251.193.219 'ns-475.awsdns-59.com'
205.251.195.17 'ns-785.awsdns-34.net'
205.251.193.128 'ns-384.awsdns-48.com'
192.42.176.30 'ac4.nstld.com'
185.26.182.91 'v132.proxmox-ams.opera.technology'
208.67.220.222 'resolver4.opendns.com'
23.37.228.77 'a23-37-228-77.deploy.static.akamaitechnologies.com'
213.239.204.242 'ns.second-ns.com'
185.51.231.65 NotFound
199.180.182.53 'a.in-addr-servers.arpa'
205.251.193.93 'ns-349.awsdns-43.com'
216.239.36.106 'ns-cloud-a3.googledomains.com'
192.16.188.181 NotFound
23.37.229.71 'a23-37-229-71.deploy.static.akamaitechnologies.com'
208.80.124.4 'ns11.dnsmadeeasy.com'
205.251.194.210 'ns-722.awsdns-26.net'
205.251.193.129 'ns-385.awsdns-48.com'
173.245.59.174 'hal.ns.cloudflare.com'
205.251.193.102 'ns-358.awsdns-44.com'
205.251.192.137 'ns-137.awsdns-17.com'
189.40.198.81 '81.198.40.189.isp.timbrasil.com.br'
18.229.238.10 'ec2-18-229-238-10.sa-east-1.compute.amazonaws.com'
54.68.243.197 'ec2-54-68-243-197.us-west-2.compute.amazonaws.com'
216.239.34.109 'ns-cloud-d2.googledomains.com'
205.251.194.212 'ns-724.awsdns-26.net'
162.159.24.4 'ns1.dnsimple.com'
205.251.193.79 'ns-335.awsdns-41.com'
194.85.252.62 'b.dns.ripn.net'
213.133.105.6 'robotns2.second-ns.de'
199.253.249.53 'rirns.arin.net'
205.251.194.155 'ns-667.awsdns-19.net'
162.14.24.249 NotFound
82.145.216.30 'nic6.opera.com'
98.138.11.157 'ns4.yahoo.com'
205.251.193.59 'ns-315.awsdns-39.com'
177.200.201.203 NotFound
46.105.206.200 'dns200.anycast.me'
205.251.194.156 'ns-668.awsdns-19.net'
205.251.194.198 'ns-710.awsdns-24.net'
216.239.34.110 'ns-cloud-e2.googledomains.com'
205.251.192.184 'ns-184.awsdns-23.com'
74.92.59.65 'mithlond.surriel.com'
59.36.120.147 '147.120.36.59.broad.dg.gd.dynamic.163data.com.cn'
205.251.195.121 'ns-889.awsdns-47.net'
66.113.102.2 'ns2.sosdg.org'
104.47.121.8 NotFound
205.251.193.193 'ns-449.awsdns-56.com'
96.67.55.145 'mithlond.surriel.com'
173.245.58.206 'mona.ns.cloudflare.com'
194.58.193.132 'nnb.dnsnode.net'
205.251.196.193 'ns-1217.awsdns-24.org'
205.251.193.110 'ns-366.awsdns-45.com'
88.80.184.106 'li-uk-rulesns-1.mailshell.net'
205.251.193.2 'ns-258.awsdns-32.com'
205.251.192.218 'ns-218.awsdns-27.com'
205.251.192.176 'ns-176.awsdns-22.com'
205.251.197.135 'ns-1415.awsdns-48.org'
51.68.151.240 'nmi2ngjlmme1.semprenaluta.repassforus.al'
193.232.128.6 'a.dns.ripn.net'
61.195.7.5 'NS21.FreeBit.NET'
194.146.106.106 'apnic1.dnsnode.net'
205.251.193.86 'ns-342.awsdns-42.com'
13.107.18.2 NotFound
13.107.5.1 NotFound
205.251.192.181 'ns-181.awsdns-22.com'
205.251.193.84 'ns-340.awsdns-42.com'
204.152.200.170 'web02.utorrent.com'
205.251.192.246 'ns-246.awsdns-30.com'
192.42.175.30 'ac3.nstld.com'
205.251.193.238 'ns-494.awsdns-61.com'
205.251.199.242 'ns-2034.awsdns-62.co.uk'
208.78.70.34 'ns1.p34.dynect.net'
38.90.226.59 'h5-f5gtm01-s.eset.com'
208.78.71.34 'ns3.p34.dynect.net'
213.239.242.238 'ns1.first-ns.de'
205.251.193.225 'ns-481.awsdns-60.com'
202.165.97.53 'ns5.yahoo.com'
205.251.192.188 'ns-188.awsdns-23.com'
205.251.192.57 'ns-57.awsdns-07.com'
64.4.48.5 'ns2-05.azure-dns.net'
205.251.197.79 'ns-1359.awsdns-41.org'
199.253.183.183 'b.in-addr-servers.arpa'
97.74.97.102 'cns3.godaddy.com'
205.251.198.107 'ns-1643.awsdns-13.co.uk'
205.251.197.116 'ns-1396.awsdns-46.org'
69.65.50.192 'ns2.afraid.org'
205.251.193.54 'ns-310.awsdns-38.com'
205.251.192.37 'ns-37.awsdns-04.com'
192.42.178.30 'av2.nstld.com'
205.251.192.47 'ns-47.awsdns-05.com'
205.251.193.208 'ns-464.awsdns-58.com'
205.251.197.29 'ns-1309.awsdns-35.org'
205.251.199.158 'ns-1950.awsdns-51.co.uk'
37.252.120.86 'ns3.edrive.cz'
205.251.193.122 'ns-378.awsdns-47.com'
108.162.192.98 'dolly.ns.cloudflare.com'
205.251.192.4 'ns-4.awsdns-00.com'
205.251.197.113 'ns-1393.awsdns-46.org'
201.150.148.11 'ns2.halleytelecom.com.br'
128.63.2.53 'h.root-servers.net'
1.0.0.1 'one.one.one.one'
84.53.139.64 'ns4-64.akam.net'
212.48.117.8 NotFound
172.64.32.187 'lina.ns.cloudflare.com'
61.195.7.6 'NS22.FreeBit.NET'
205.251.192.128 'ns-128.awsdns-16.com'
204.61.216.100 'ns3.afrinic.net'
205.251.195.134 'ns-902.awsdns-48.net'
205.251.192.198 'ns-198.awsdns-24.com'
208.78.71.23 'ns3.p23.dynect.net'
54.207.96.26 'ec2-54-207-96-26.sa-east-1.compute.amazonaws.com'
205.251.199.64 'ns-1856.awsdns-40.co.uk'
13.107.24.5 'ns3-05.azure-dns.org'
45.54.30.129 'ns03.netlifydns.com'
72.21.80.6 'ns2.edgecastcdn.net'
205.251.193.111 'ns-367.awsdns-45.com'
205.251.197.25 'ns-1305.awsdns-35.org'
186.202.136.8 NotFound
205.251.192.34 'ns-34.awsdns-04.com'
204.16.254.53 'ns4.no-ip.com'
162.88.61.21 'ns6.dynamicnetworkservices.net'
186.208.80.100 'www.razaoinfo.com.br'
205.251.195.137 'ns-905.awsdns-49.net'
110.43.57.1 NotFound
205.251.192.18 'ns-18.awsdns-02.com'
204.61.216.33 'ms-ns.anycast.pch.net'
203.119.25.1 'a.dns.cn'
205.251.192.172 'ns-172.awsdns-21.com'
172.96.140.18 NotFound
205.251.196.100 'ns-1124.awsdns-12.org'
205.251.193.198 'ns-454.awsdns-56.com'
104.47.68.17 NotFound
205.251.193.220 'ns-476.awsdns-59.com'
205.251.192.162 'ns-162.awsdns-20.com'
144.217.35.18 'ns3.domaindiscount24.net'
205.251.192.186 'ns-186.awsdns-23.com'
205.251.196.75 'ns-1099.awsdns-09.org'
163.171.231.10 NotFound
95.80.214.34 'ns2.edrive-hosting.cz'
201.10.124.26 NotFound
205.251.192.30 'ns-30.awsdns-03.com'
205.251.192.171 'ns-171.awsdns-21.com'
205.251.194.118 'ns-630.awsdns-14.net'
205.251.193.199 'ns-455.awsdns-56.com'
201.49.144.145 'dns2.stf.gov.br'
205.251.193.213 'ns-469.awsdns-58.com'
108.59.165.1 'ns7.dynamicnetworkservices.net'
205.251.193.229 'ns-485.awsdns-60.com'
205.251.192.170 'ns-170.awsdns-21.com'
203.205.194.114 NotFound
205.251.192.126 'ns-126.awsdns-15.com'
138.68.27.235 'shafer.sosdg.org'
205.251.194.192 'ns-704.awsdns-24.net'
13.108.255.1 'ns1-ord.salesforce.com'
205.251.192.151 'ns-151.awsdns-18.com'
205.251.192.66 'ns-66.awsdns-08.com'
208.78.71.31 'ns3.p31.dynect.net'
45.177.79.131 'ns2.weclix.com.br'
163.171.230.73 NotFound
172.64.32.54 'ada.ns.cloudflare.com'
205.251.193.101 'ns-357.awsdns-44.com'
205.251.192.139 'ns-139.awsdns-17.com'
205.251.193.216 'ns-472.awsdns-59.com'
205.251.193.162 'ns-418.awsdns-52.com'
108.162.193.138 'ray.ns.cloudflare.com'
108.162.193.219 'owen.ns.cloudflare.com'
205.251.192.159 'ns-159.awsdns-19.com'
173.245.58.54 'ada.ns.cloudflare.com'
205.251.193.8 'ns-264.awsdns-33.com'
205.251.198.64 'ns-1600.awsdns-08.co.uk'
3.82.52.102 'ec2-3-82-52-102.compute-1.amazonaws.com'
205.251.198.171 'ns-1707.awsdns-21.co.uk'
205.251.193.230 'ns-486.awsdns-60.com'
66.201.185.111 NotFound
205.251.192.41 'ns-41.awsdns-05.com'
205.251.193.29 'ns-285.awsdns-35.com'
173.245.59.138 'ray.ns.cloudflare.com'
108.162.192.54 'ada.ns.cloudflare.com'
205.251.192.189 'ns-189.awsdns-23.com'
184.94.113.212 NotFound
205.251.194.227 'ns-739.awsdns-28.net'
208.78.71.136 'ns3.dynamicnetworkservices.net'
208.78.71.4 'ns3.p04.dynect.net'
205.251.197.67 'ns-1347.awsdns-40.org'
205.251.193.159 'ns-415.awsdns-51.com'
206.220.231.3 'ns3.pch.net'
216.239.32.102 'ns-gce-public1.googledomains.com'
205.251.199.34 'ns-1826.awsdns-36.co.uk'
120.92.128.69 NotFound
205.251.192.211 'ns-211.awsdns-26.com'
143.166.82.251 'delldatamover.net'
204.13.251.27 'ns4.p27.dynect.net'
104.71.216.244 'a104-71-216-244.deploy.static.akamaitechnologies.com'
45.63.105.157 '45.63.105.157.vultr.com'
205.251.192.191 'ns-191.awsdns-23.com'
204.13.251.31 'ns4.p31.dynect.net'
205.251.193.82 'ns-338.awsdns-42.com'
205.251.193.224 'ns-480.awsdns-60.com'
205.251.193.71 'ns-327.awsdns-40.com'
45.54.11.1 'ns01.vmwdns.com'
211.189.122.246 'ns.adoptee.com'
205.251.199.109 'ns-1901.awsdns-45.co.uk'
205.251.197.92 'ns-1372.awsdns-43.org'
205.251.193.65 'ns-321.awsdns-40.com'
205.251.192.175 'ns-175.awsdns-21.com'
205.251.192.1 'ns-1.awsdns-00.com'
205.251.192.148 'ns-148.awsdns-18.com'
180.87.4.220 NotFound
201.150.148.10 'ns1.halleytelecom.com.br'
128.175.13.17 'dns2.udel.edu'
103.41.165.2 NotFound
125.39.136.74 'no-data'
205.251.192.129 'ns-129.awsdns-16.com'
205.251.193.92 'ns-348.awsdns-43.com'
205.251.193.76 'ns-332.awsdns-41.com'
205.251.193.196 'ns-452.awsdns-56.com'
199.5.26.108 'ns3.arin.net'
205.251.192.10 'ns-10.awsdns-01.com'
205.251.197.9 'ns-1289.awsdns-33.org'
205.251.192.2 'ns-2.awsdns-00.com'
205.251.193.99 'ns-355.awsdns-44.com'
34.196.62.143 'ns-921.amazon.com'
52.9.140.222 'ns-942.amazon.com'
192.168.200.90 NotFound
205.251.192.231 'ns-231.awsdns-28.com'
208.78.70.31 'ns1.p31.dynect.net'
72.142.145.29 'unallocated-static.datacentres.rogers.com'
205.251.193.235 'ns-491.awsdns-61.com'
205.233.35.5 'ns3.sosdg.org'
45.54.11.193 'ns04.vmwdns.com'
205.251.192.163 'ns-163.awsdns-20.com'
205.251.193.227 'ns-483.awsdns-60.com'
205.251.193.202 'ns-458.awsdns-57.com'
205.251.193.87 'ns-343.awsdns-42.com'
205.251.199.248 'ns-2040.awsdns-63.co.uk'
216.239.36.102 'ns-gce-public3.googledomains.com'
106.52.42.37 NotFound
199.4.138.53 'ns.icann.org'
205.251.193.125 'ns-381.awsdns-47.com'
205.251.193.35 'ns-291.awsdns-36.com'
205.251.193.77 'ns-333.awsdns-41.com'
205.251.194.178 'ns-690.awsdns-22.net'
205.251.199.196 'ns-1988.awsdns-56.co.uk'
205.251.193.41 'ns-297.awsdns-37.com'
74.119.119.1 'ns25.criteo.com'
54.233.100.227 'ec2-54-233-100-227.sa-east-1.compute.amazonaws.com'
205.251.198.86 'ns-1622.awsdns-10.co.uk'
193.232.142.17 'e.dns.ripn.net'
108.162.193.193 'kurt.ns.cloudflare.com'
205.251.199.166 'ns-1958.awsdns-52.co.uk'
205.251.199.133 'ns-1925.awsdns-48.co.uk'
205.251.192.203 'ns-203.awsdns-25.com'
205.251.193.151 'ns-407.awsdns-50.com'
204.13.251.20 'ns4.p20.dynect.net'
68.232.203.115 'ns3.exacttarget.com'
37.48.84.144 NotFound
17.253.206.9 'v2.gslb.aaplimg.com'
17.253.201.9 'v1.gslb.aaplimg.com'
216.239.34.102 'ns-gce-public2.googledomains.com'
205.251.192.48 'ns-48.awsdns-06.com'
205.251.193.64 'ns-320.awsdns-40.com'
205.251.198.113 'ns-1649.awsdns-14.co.uk'
67.214.161.142 'ns10.dnsexit.com'
205.251.193.253 'ns-509.awsdns-63.com'
205.251.193.109 'ns-365.awsdns-45.com'
205.251.193.126 'ns-382.awsdns-47.com'
210.245.31.10 NotFound
108.162.193.70 'austin.ns.cloudflare.com'
205.251.195.145 'ns-913.awsdns-50.net'
205.251.197.74 'ns-1354.awsdns-41.org'
216.239.38.102 'ns-gce-public4.googledomains.com'
205.251.192.164 'ns-164.awsdns-20.com'
69.252.250.103 'dns101.comcast.net'
204.13.251.3 'ns4.p03.dynect.net'
204.61.216.4 'anyns.pch.net'
192.102.198.240 'ns4.intel.com'
205.251.193.116 'ns-372.awsdns-46.com'
205.251.192.182 'ns-182.awsdns-22.com'
205.251.192.43 'ns-43.awsdns-05.com'
205.251.193.124 'ns-380.awsdns-47.com'
203.205.239.114 NotFound
208.80.153.231 'ns1.wikimedia.org'
198.143.62.3 '198.143.62.3.ip.incapdns.net'
45.54.46.65 'ns02.dnsfaster.com'
205.251.195.76 'ns-844.awsdns-41.net'
192.42.174.30 'ac2.nstld.com'
205.251.195.242 'ns-1010.awsdns-62.net'
216.239.32.107 'ns-cloud-b1.googledomains.com'
172.64.33.101 'andy.ns.cloudflare.com'
205.251.193.130 'ns-386.awsdns-48.com'
205.251.194.58 'ns-570.awsdns-07.net'
205.251.193.103 'ns-359.awsdns-44.com'
162.241.2.100 'ns922.hostgator.com.br'
198.41.222.131 'cf-198-41-222-131.cloudflare.com'
205.251.192.17 'ns-17.awsdns-02.com'
68.87.85.132 'dns102.comcast.net'
205.251.193.118 'ns-374.awsdns-46.com'
200.214.135.164 NotFound
102.130.49.148 '6682-3194.jnb01.za.misaka.io'
205.251.193.100 'ns-356.awsdns-44.com'
45.237.96.2 'ns1.linknetseprovedor.com.br'
205.251.193.67 'ns-323.awsdns-40.com'
192.198.138.134 'egeglb01.eglb.intel.com'
148.163.248.1 'ns01.ttddnnss.com'
84.53.139.67 'a11-67.akam.net'
192.42.173.30 'ac1.nstld.com'
205.251.198.36 'ns-1572.awsdns-04.co.uk'
42.114.104.132 NotFound
210.101.61.1 NotFound
125.39.136.124 'no-data'
205.251.195.131 'ns-899.awsdns-48.net'
205.251.193.5 'ns-261.awsdns-32.com'
205.251.192.120 'ns-120.awsdns-15.com'
205.251.195.5 'ns-773.awsdns-32.net'
205.251.194.1 'ns-513.awsdns-00.net'
177.128.80.66 '177-128-80-66.IBITELECOM.COM.BR'
205.251.196.46 'ns-1070.awsdns-05.org'
45.237.96.4 'ns2.linknetseprovedor.com.br'
205.251.194.117 'ns-629.awsdns-14.net'
205.251.193.166 'ns-422.awsdns-52.com'
42.236.105.6 'hn.kd.ny.adsl'
205.251.192.156 'ns-156.awsdns-19.com'
209.112.123.30 'b.gov-servers.net'
205.251.193.56 'ns-312.awsdns-39.com'
205.251.193.85 'ns-341.awsdns-42.com'
97.74.111.53 'pdns07.domaincontrol.com'
72.21.80.5 'ns1.edgecastcdn.net'
205.251.192.166 'ns-166.awsdns-20.com'
205.251.193.242 'ns-498.awsdns-62.com'
205.251.193.89 'ns-345.awsdns-43.com'
205.251.196.55 'ns-1079.awsdns-06.org'
3.95.184.151 'ec2-3-95-184-151.compute-1.amazonaws.com'
205.251.192.152 'ns-152.awsdns-19.com'
205.251.193.10 'ns-266.awsdns-33.com'
205.251.193.236 'ns-492.awsdns-61.com'
205.251.193.6 'ns-262.awsdns-32.com'
205.251.193.194 'ns-450.awsdns-56.com'
205.251.193.245 'ns-501.awsdns-62.com'
205.251.192.143 'ns-143.awsdns-17.com'
97.74.103.24 'ns47.domaincontrol.com'
205.251.193.209 'ns-465.awsdns-58.com'
205.251.193.78 'ns-334.awsdns-41.com'
143.166.224.235 'ns6.us.dell.com'
52.16.221.207 'ns-932.amazon.com'
172.64.32.105 'dana.ns.cloudflare.com'
173.201.79.53 'pdns08.domaincontrol.com'
132.163.4.11 'new-dns.boulder.nist.gov'
208.78.70.39 'ns1.salesforce.com'
205.251.193.233 'ns-489.awsdns-61.com'
205.251.192.19 'ns-19.awsdns-02.com'
130.117.190.184 NotFound
172.64.33.102 'art.ns.cloudflare.com'
13.107.18.1 NotFound
205.251.194.205 'ns-717.awsdns-25.net'
205.251.199.32 'ns-1824.awsdns-36.co.uk'
108.162.193.246 'wesley.ns.cloudflare.com'
52.19.138.45 'ns-931.amazon.com'
91.198.174.239 'ns2.wikimedia.org'
205.251.196.32 'ns-1056.awsdns-04.org'
205.251.193.183 'ns-439.awsdns-54.com'
205.251.196.135 'ns-1159.awsdns-16.org'
217.70.183.211 'dns2.gandi.net'
205.251.195.12 'ns-780.awsdns-33.net'
195.123.241.139 'vds-527270.hosted-by-itldc.com'
205.251.193.222 'ns-478.awsdns-59.com'
205.251.192.158 'ns-158.awsdns-19.com'
45.54.46.193 'ns04.dnsfaster.com'
130.117.190.180 NotFound
108.167.169.33 'br338-ip02.hostgator.com.br'
205.251.193.212 'ns-468.awsdns-58.com'
208.72.192.166 'ip-208-72-192-166.bittorrent.com'
108.162.193.123 'jay.ns.cloudflare.com'
198.11.138.252 NotFound
205.251.193.94 'ns-350.awsdns-43.com'
180.97.61.6 NotFound
185.51.231.193 NotFound
129.6.13.8 'gtmg.nist.gov'
112.107.53.58 'auth02.sam.ic'
198.181.116.5 'ns1.automattic.com'
165.227.133.206 'fra1.bitnames.com'
205.251.192.70 'ns-70.awsdns-08.com'
205.251.193.221 'ns-477.awsdns-59.com'
205.251.194.24 'ns-536.awsdns-03.net'
76.223.3.45 'af8eedd78bf17db54.awsglobalaccelerator.com'
200.255.253.241 'wks01.rjo.embratel.net.br'
189.43.21.148 NotFound
205.251.196.208 'ns-1232.awsdns-26.org'
205.251.193.240 'ns-496.awsdns-62.com'
205.251.194.48 'ns-560.awsdns-06.net'
189.40.224.25 '25.224.40.189.isp.timbrasil.com.br'
205.251.197.15 'ns-1295.awsdns-33.org'
192.87.36.2 'ns2.surfnet.nl'
66.28.0.30 'auth2.dns.cogentco.com'
205.251.192.16 'ns-16.awsdns-02.com'
201.17.60.1 'c9113c01.virtua.com.br'
205.251.193.244 'ns-500.awsdns-62.com'
148.163.242.1 'ns01.internetoperations.net'
205.251.199.135 'ns-1927.awsdns-48.co.uk'
205.251.192.31 'ns-31.awsdns-03.com'
205.251.197.48 'ns-1328.awsdns-38.org'
212.25.19.23 'ntpzrh8.ntppool.net'
200.255.122.166 NotFound
140.205.67.252 NotFound
49.232.70.103 NotFound
209.107.211.14 NotFound
205.251.195.30 'ns-798.awsdns-35.net'
205.251.196.157 'ns-1181.awsdns-19.org'
205.251.198.184 'ns-1720.awsdns-23.co.uk'
128.86.1.20 'ns0.ja.net'
205.251.193.74 'ns-330.awsdns-41.com'
205.251.194.94 'ns-606.awsdns-11.net'
194.81.227.226 'ns1.ja.net'
205.251.192.187 'ns-187.awsdns-23.com'
66.28.0.14 'auth1.dns.cogentco.com'
195.243.137.26 's.de.net'
203.119.44.105 'd.dns-servers.vn'
205.251.192.11 'ns-11.awsdns-01.com'
205.251.196.137 'ns-1161.awsdns-17.org'
205.251.194.33 'ns-545.awsdns-04.net'
205.251.197.168 'ns-1448.awsdns-53.org'
173.201.74.7 'ns14.domaincontrol.com'
204.13.251.7 'ns4.p07.dynect.net'
203.241.132.51 'dnssm.samsung.com'
106.122.250.61 NotFound
219.138.180.73 NotFound
61.180.251.6 NotFound
148.163.242.65 'ns02.internetoperations.net'
205.251.192.136 'ns-136.awsdns-17.com'
144.202.111.210 '144.202.111.210.vultr.com'
205.251.194.83 'ns-595.awsdns-10.net'
205.251.198.152 'ns-1688.awsdns-19.co.uk'
185.42.137.132 'nnu.dnsnode.net'
172.64.32.112 'emma.ns.cloudflare.com'
173.245.58.112 'emma.ns.cloudflare.com'
205.251.197.118 'ns-1398.awsdns-46.org'
213.190.153.35 NotFound
205.251.194.226 'ns-738.awsdns-28.net'
205.251.192.219 'ns-219.awsdns-27.com'
205.251.193.160 'ns-416.awsdns-52.com'
38.126.130.9 'ns09.pipelane.net'
205.251.192.161 'ns-161.awsdns-20.com'
204.13.251.43 'ns4.p43.dynect.net'
189.40.216.158 NotFound
205.251.193.144 'ns-400.awsdns-50.com'
205.251.193.112 'ns-368.awsdns-46.com'
216.252.166.11 NotFound
205.251.196.145 'ns-1169.awsdns-18.org'
205.251.192.149 'ns-149.awsdns-18.com'
189.40.220.34 NotFound
205.251.193.4 'ns-260.awsdns-32.com'
205.251.193.114 'ns-370.awsdns-46.com'
205.251.193.201 'ns-457.awsdns-57.com'
205.251.192.23 'ns-23.awsdns-02.com'
205.251.193.239 'ns-495.awsdns-61.com'
205.251.192.146 'ns-146.awsdns-18.com'
97.74.105.16 'ns31.domaincontrol.com'
205.251.193.98 'ns-354.awsdns-44.com'
217.70.187.61 'ns-60-c.gandi.net'
97.74.103.4 'ns07.domaincontrol.com'
205.251.193.218 'ns-474.awsdns-59.com'
205.251.199.35 'ns-1827.awsdns-36.co.uk'
216.239.38.114 'ns4.zdns.google'
205.251.192.178 'ns-178.awsdns-22.com'
182.161.72.6 'ns28.criteo.com'
210.245.86.239 NotFound
63.140.9.2 NotFound
205.251.192.51 'ns-51.awsdns-06.com'
204.2.197.10 'ns10.pipelane.net'
205.251.193.70 'ns-326.awsdns-40.com'
46.101.233.168 NotFound
180.97.176.172 NotFound
205.251.194.26 'ns-538.awsdns-03.net'
205.251.192.160 'ns-160.awsdns-20.com'
205.251.193.251 'ns-507.awsdns-63.com'
205.251.199.245 'ns-2037.awsdns-62.co.uk'
45.54.46.1 'ns01.dnsfaster.com'
198.7.29.5 'ns3.edgecastdns.net'
200.237.193.22 'cnc.rnp.br'
205.251.193.203 'ns-459.awsdns-57.com'
91.199.212.50 'ns1.as48447.net'
69.168.130.5 'ns2.xplornet.com'
170.33.24.73 NotFound
97.74.108.9 'ns17.domaincontrol.com'
13.107.160.8 'ns4-08.azure-dns.info'
205.251.193.91 'ns-347.awsdns-43.com'
173.201.76.9 'ns18.domaincontrol.com'
205.251.192.95 'ns-95.awsdns-11.com'
61.151.180.51 '51.180.151.61.dial.xw.sh.dynamic.163data.com.cn'
205.251.192.54 'ns-54.awsdns-06.com'
106.11.35.18 NotFound
153.99.244.254 NotFound
205.251.195.141 'ns-909.awsdns-49.net'
91.212.12.50 'ns3.as48447.net'
97.74.104.45 'ns69.domaincontrol.com'
185.26.182.77 'n25-05-11.opera.technology'
182.161.73.4 'ns27.criteo.com'
185.75.172.2 'name2.chinatelecomglobal.com'
198.11.138.254 NotFound
108.162.193.71 'bart.ns.cloudflare.com'
43.250.35.25 NotFound
66.203.127.14 NotFound
205.251.192.97 'ns-97.awsdns-12.com'
54.235.241.155 'ec2-54-235-241-155.compute-1.amazonaws.com'
143.166.224.11 'ns4.us.dell.com'
13.107.24.9 'ns3-09.azure-dns.org'
205.251.192.227 'ns-227.awsdns-28.com'
38.106.62.10 NotFound
